ID,Nome,Endereco,Telefone,Data_de_cadastro,CNPJ,Porte
7658,Zuleide Rodriguez Coutinho Cabral,SC,08762-8436,16/4/2023,08.600.826/2698-20,ME
7659,Raquel Paz Diones Coutinho,ES,85654-6245,11/3/2022,18.822.024/3585-80,ME
7660,Anna Leite Leite Pinheiro,AM,78330-0398,9/9/2018,95.788.253/2215-91,EPP
7661,Isabela Brito Santana Barbieri,TO,18355-9683,28/11/2016,87.760.458/5915-94,Medio Porte
7662,André Teixeira Matos Leite,MS,96197-6260,28/1/2017,26.647.483/5698-95,MEI
7663,Marcelo Barbieri Saboia Boaz,ES,82997-5957,24/8/2019,98.968.480/2789-90,ME
7664,Frida Gonçalves Teixeira Saboia,SE,17287-4354,11/2/2023,45.850.533/6142-30,ME
7665,Elizabeth Ferraz Lobato Ferraz,CE,27120-4020,24/6/2022,70.586.783/5325-25,MEI
7666,Miguel Boaz Moares Saboia,MT,74078-6416,17/8/2021,19.312.683/7986-57,EPP
7667,Thereza Cardoso Diones Lobato,TO,52047-8210,9/9/2018,38.733.309/5036-68,MEI
7668,Jean Rodrigues Breda Fernandes,MA,29808-3916,24/9/2015,19.230.189/4105-76,EPP
7669,Emily Diones Silva Rodriguez,MA,90190-2072,12/9/2018,48.377.253/5440-06,ME
7670,Felipe Mendonça Barbieri Mendonça,MT,86966-5752,3/5/2025,66.105.002/1583-50,Grande Porte
7671,Bárbara Silva Munhoz Matos,PA,15973-0693,13/8/2015,25.468.524/4068-69,ME
7672,Marcos Saboia Gonçalves Lobato,SC,31512-9921,4/1/2020,65.119.111/2338-14,MEI
7673,André Cabral Gonçalves Nascimento,BA,42117-3629,19/9/2016,27.562.999/2493-09,MEI
7674,Lara Lobato Leme Ferreira,AC,15058-7141,2/3/2023,43.398.793/2173-17,ME
7675,Beatriz Cardoso Saboia Nascimento,AP,14758-9100,5/11/2020,93.040.908/3266-06,MEI
7676,Joana Breda Lobato Oliveria,RJ,46773-6196,8/3/2016,15.580.245/2456-51,ME
7677,Jean Santana Munhoz Nascimento,SP,85651-0974,14/8/2017,21.711.161/3079-62,ME
7678,Helena Leite Barbieri Diones,ES,65726-1482,18/3/2018,14.096.692/0772-22,ME
7679,Jason Pinheiro Cardoso Santana,AC,72897-0841,1/5/2017,65.770.198/4114-61,ME
7680,Elaine Lobato Moares Diones,PI,35611-6777,15/8/2017,38.485.007/6956-12,Grande Porte
7681,Zulmira Santana Silva Ferraz,PB,93886-0450,17/8/2024,78.580.991/3789-79,ME
7682,João Lobato Barbieri Cabral,MS,21215-4264,15/11/2024,27.729.624/5682-90,ME
7683,Breno Teixeira Mendonça Brito,SC,48038-0511,6/8/2024,30.752.615/4808-99,ME
7684,Frida Moares Rodriguez Leme,RJ,83964-2495,5/4/2023,46.994.388/2885-07,EPP
7685,Jonas Cabral Ferreira Matos,TO,20718-4801,21/11/2023,32.990.229/7680-74,EPP
7686,Carlos Saboia Matos Marques,GO,01232-4473,11/12/2019,72.041.944/5427-08,ME
7687,Patrick Mendonça Nascimento Brito,RO,24246-8494,3/8/2021,60.957.910/0837-16,EPP
7688,Dorotéia Breda Ferraz Oliveria,TO,64443-3062,7/5/2021,84.720.885/4953-29,EPP
7689,Daniel Gonçalves Marques Lobato,AM,23657-8968,12/9/2019,44.095.976/6561-98,EPP
7690,Rita Moares Coutinho Diones,AP,06915-0128,18/10/2019,95.604.508/1451-49,MEI
7691,Rodolfo Nascimento Paz Matos,DF,19241-0815,2/1/2017,16.118.039/2141-87,ME
7692,Gustavo Fernandes Gonçalves Marques,PE,25599-4602,6/8/2021,65.041.075/1796-92,Medio Porte
7693,Palmira Teixeira Diones Saboia,BA,13839-4799,24/2/2020,17.376.003/5122-66,MEI
7694,Cássia Ferraz Pinheiro Ferreira,AP,52663-1845,28/9/2020,91.027.873/5861-63,ME
7695,Davi Matos Rodriguez Leite,ES,01638-4188,10/2/2024,68.496.831/5557-30,MEI
7696,Rosana Oliveria Matos Lobato,MA,96423-2121,9/5/2024,40.345.834/6219-01,MEI
7697,Raquel Fernandes Rodriguez Munhoz,RO,88995-1795,11/2/2019,22.764.943/1516-03,MEI
7698,Marlon Pinheiro Nascimento Breda,AL,88181-0271,18/3/2015,38.146.131/6152-53,ME
7699,Tom Saboia Coutinho Lobato,ES,28410-5276,20/11/2017,73.088.721/9138-66,EPP
7700,Carlos Mendonça Coutinho Leite,RS,53591-2099,11/11/2018,65.566.345/0498-54,MEI
7701,Clara Leme Teixeira Leite,DF,55899-6577,10/5/2024,79.828.984/1022-35,Medio Porte
7702,Mateus Diones Fernandes Lobato,GO,84151-0436,15/3/2015,80.779.846/2978-90,MEI
7703,Cláudio Rodriguez Paz Brito,RO,38928-9618,27/5/2017,11.152.287/3920-39,ME
7704,Esther Barbieri Leite Coutinho,RO,56268-1578,21/1/2019,58.698.337/9836-23,MEI
7705,Abraão Lobato Leme Munhoz,MT,53324-8223,26/3/2017,69.408.449/1330-23,EPP
7706,Naira Nascimento Marques Rodriguez,SP,20882-4983,10/7/2021,48.154.006/9886-69,EPP
7707,Fátima Oliveria Munhoz Teixeira,MT,50454-8625,13/1/2015,91.432.901/4691-34,EPP
7708,Clara Leite Silva Boaz,PB,31586-4615,3/7/2023,41.392.841/0173-02,ME
7709,Marcos Saboia Cabral Boaz,BA,06027-6040,18/11/2025,59.881.657/2488-40,ME
7710,Bruno Santana Diones Moares,MA,64789-9427,4/2/2017,44.644.628/9728-21,ME
7711,Luisa Cardoso Boaz Leme,RN,47094-6412,22/5/2025,34.636.692/4638-17,ME
7712,Thereza Matos Marques Teixeira,RS,68323-8072,6/8/2019,03.577.907/4033-54,MEI
7713,Caio Paz Brito Oliveria,GO,28410-4955,6/10/2018,83.697.791/9889-18,EPP
7714,Henry Santana Gonçalves Brito,MA,25048-8352,2/10/2016,51.648.623/8063-83,ME
7715,Guilherme Matos Lobato Teixeira,PA,50769-5955,21/7/2015,06.070.302/7966-74,EPP
7716,Carolina Fernandes Saboia Diones,GO,55995-7295,16/7/2023,07.912.473/3899-06,EPP
7717,Eduardo Ferreira Leite Lobato,SC,79327-3791,4/8/2022,86.074.545/5772-87,MEI
7718,Alice Marques Leme Gonçalves,PB,45397-9111,20/12/2025,92.518.025/6973-64,ME
7719,Caetano Oliveria Munhoz Nascimento,RR,31786-1698,8/4/2017,42.945.419/3985-82,ME
7720,Benjamim Cardoso Nascimento Nascimento,RS,15578-2611,23/4/2021,75.150.929/4577-74,ME
7721,Juan Paz Moares Marques,RS,92286-4494,15/6/2016,90.907.804/4472-78,EPP
7722,Sônia Breda Oliveria Cardoso,CE,22344-5983,6/10/2015,42.273.491/8801-01,ME
7723,Regina Paz Diones Rodriguez,BA,17212-0268,4/8/2016,11.955.953/1531-76,MEI
7724,Abraão Lobato Oliveria Pinheiro,RN,28064-2412,4/11/2019,01.176.028/7186-19,ME
7725,Naira Matos Matos Leite,RN,99077-6407,15/8/2019,91.545.817/7092-83,Medio Porte
7726,Mateus Teixeira Brito Moares,PA,18119-7519,10/7/2017,24.515.092/2249-46,EPP
7727,Regina Gonçalves Matos Oliveria,PB,70014-7973,1/1/2023,35.834.090/5981-95,ME
7728,Chico Coutinho Paz Matos,DF,12201-1519,12/8/2018,58.754.974/0672-82,Grande Porte
7729,Palmira Moares Silva Matos,PE,53560-9804,13/12/2022,64.814.312/6358-07,EPP
7730,Palmira Silva Ferreira Teixeira,DF,93646-7061,2/8/2019,03.419.555/5933-21,ME
7731,Isabel Cardoso Diones Paz,DF,35352-1845,22/4/2023,13.608.083/6893-99,Grande Porte
7732,Arthur Nascimento Lobato Lobato,RS,43059-8368,27/12/2023,18.926.574/6177-19,Medio Porte
7733,Henry Oliveria Silva Mendonça,MG,79266-0243,11/2/2017,51.395.857/2821-32,EPP
7734,Elaine Oliveria Gonçalves Nascimento,PB,81082-1648,17/11/2018,20.132.500/4269-12,ME
7735,Lara Coutinho Ferreira Mendonça,AC,00560-3406,17/4/2018,51.108.759/2504-50,ME
7736,Roberto Coutinho Lobato Fernandes,SP,58180-3068,25/9/2023,26.922.883/0735-12,MEI
7737,Anita Cardoso Saboia Ferraz,PE,57782-3520,18/7/2023,76.092.304/8154-39,MEI
7738,Mafalda Leme Nascimento Moares,AC,26825-6496,6/1/2021,06.938.876/3384-91,MEI
7739,André Barbieri Pinheiro Teixeira,PA,22125-4387,19/10/2019,42.215.447/3123-49,EPP
7740,Miguel Gonçalves Leite Santana,AM,93555-7220,12/12/2016,30.941.957/8844-31,ME
7741,Rita Mendonça Teixeira Ferreira,BA,44891-1647,13/11/2024,79.735.515/2222-36,ME
7742,Daniel Silva Ferraz Nascimento,PA,63397-7510,25/2/2019,35.116.770/0535-54,ME
7743,Alice Teixeira Lobato Nascimento,RJ,89204-2936,3/7/2015,83.866.166/1430-99,ME
7744,Micheal Ferraz Breda Matos,AC,57122-1020,7/8/2018,56.797.453/9046-97,Grande Porte
7745,Josué Ferraz Brito Boaz,MS,50730-0102,2/5/2019,47.145.191/0549-96,ME
7746,Chico Mendonça Silva Matos,SE,79452-7230,27/4/2025,42.600.607/4962-84,MEI
7747,Solange Gonçalves Moares Paz,RJ,39020-7909,20/9/2016,90.220.222/4834-88,ME
7748,Abraão Santana Barbieri Brito,TO,81885-2451,26/1/2021,65.960.251/0017-94,ME
7749,Roberto Ferreira Teixeira Marques,TO,66883-4361,24/2/2018,12.568.811/9979-46,ME
7750,Chico Nascimento Cabral Silva,RR,93660-4459,15/7/2025,31.568.906/9549-88,ME
7751,Juliana Fernandes Ferraz Mendonça,BA,06115-6309,19/4/2018,05.004.218/1818-94,EPP
7752,Eloísa Fernandes Mendonça Ferreira,PB,56498-0577,2/7/2024,18.991.217/8230-11,Medio Porte
7753,Sandra Leite Ferreira Lobato,TO,63069-4672,24/6/2017,06.271.172/5813-01,EPP
7754,David Breda Cabral Saboia,PR,48520-2484,2/4/2024,79.960.573/1338-40,ME
7755,Chico Fernandes Nascimento Rodriguez,BA,46697-4309,11/12/2019,78.015.217/0030-33,Medio Porte
7756,Ayrton Teixeira Leme Ferreira,ES,13576-4836,3/7/2019,56.667.572/1997-53,ME
7757,Pedro Matos Pinheiro Pinheiro,AL,70057-2174,10/1/2024,39.090.623/4156-18,ME
7758,Bruna Ferreira Matos Santana,PB,30194-0206,18/12/2015,89.294.980/9160-61,ME
7759,Victor Gonçalves Ferraz Leite,RO,45258-3428,24/2/2016,12.737.132/0859-00,EPP
7760,Rafael Teixeira Lobato Teixeira,ES,87808-8745,4/5/2019,86.591.498/6168-21,ME
7761,Lucas Marques Coutinho Leite,BA,85657-2142,10/7/2015,99.830.774/0428-60,MEI
7762,Caio Mendonça Diones Rodrigues,RR,52447-4440,7/7/2015,78.748.772/6178-94,EPP
7763,Fátima Coutinho Cardoso Ferraz,PE,98761-8649,18/3/2018,61.463.035/2719-66,MEI
7764,Lucas Oliveria Mendonça Cardoso,DF,42768-6955,20/4/2020,58.831.859/5881-00,ME
7765,Diana Teixeira Munhoz Rodrigues,DF,35480-2720,7/9/2023,92.387.984/4228-68,EPP
7766,Thomas Moares Pinheiro Saboia,PR,93067-4950,13/4/2025,87.625.170/8939-79,Medio Porte
7767,Carolina Mendonça Paz Ferraz,PR,74242-9069,18/6/2023,56.811.335/1377-53,ME
7768,Jonathan Marques Cardoso Gonçalves,RO,55703-9115,9/7/2023,03.885.302/6473-39,EPP
7769,Eduardo Coutinho Cardoso Marques,PR,23168-0367,3/1/2019,70.464.433/6880-41,MEI
7770,Juan Moares Nascimento Ferraz,RN,90881-6801,21/10/2022,52.158.275/5441-58,ME
7771,Jacques Teixeira Munhoz Diones,AM,93956-0470,20/4/2017,82.920.436/4593-97,ME
7772,Abraão Rodrigues Brito Cardoso,BA,42126-9582,13/12/2023,27.700.622/4698-51,EPP
7773,Bruna Marques Barbieri Rodrigues,PB,51665-1515,28/6/2023,16.769.031/5579-98,ME
7774,Juliana Ferraz Gonçalves Boaz,RR,39995-8017,6/9/2020,89.962.915/5931-19,Grande Porte
7775,Rafael Ferraz Diones Breda,ES,71546-9626,17/9/2024,14.556.043/6372-96,EPP
7776,Nayara Cardoso Munhoz Gonçalves,MT,94009-4875,15/6/2021,77.865.614/5129-05,ME
7777,Carla Ferreira Mendonça Leme,MS,11955-5075,16/5/2020,84.971.854/1608-42,EPP
7778,Nara Coutinho Boaz Ferraz,RS,42801-9498,4/3/2023,52.915.731/2149-08,ME
7779,Enzo Moares Barbieri Munhoz,RS,13360-0268,13/6/2022,41.181.936/8900-28,Medio Porte
7780,Victor Barbieri Diones Ferraz,DF,96691-0428,9/7/2017,35.086.730/9179-42,Medio Porte
7781,Marlene Coutinho Oliveria Ferraz,PB,80563-1816,5/7/2020,02.116.746/4030-77,EPP
7782,Maria Saboia Marques Brito,MT,67680-4387,13/1/2021,95.094.144/9461-51,EPP
7783,Cássia Ferraz Rodriguez Teixeira,PE,46445-7654,22/12/2021,48.701.508/5176-66,ME
7784,Emanuel Gonçalves Cardoso Diones,TO,24697-7804,1/10/2025,55.418.366/9160-13,MEI
7785,Laís Brito Mendonça Ferraz,MT,23433-5616,6/7/2021,47.313.152/7369-11,ME
7786,Lara Matos Leite Ferreira,MS,05364-8181,19/2/2018,40.517.729/5342-06,Grande Porte
7787,Helena Marques Saboia Matos,PB,92920-5409,15/10/2020,18.385.093/7195-66,Medio Porte
7788,Daniel Ferreira Oliveria Leme,CE,35797-2901,28/5/2019,07.389.851/1972-06,ME
7789,Suzana Teixeira Cardoso Brito,SE,43493-6450,21/4/2016,05.893.844/1093-34,ME
7790,Mafalda Diones Moares Ferraz,BA,04015-6711,12/4/2023,90.741.583/3430-90,ME
7791,Elaine Diones Paz Silva,AP,09035-1285,24/2/2015,07.251.847/6272-29,Grande Porte
7792,Ana Marques Ferraz Oliveria,BA,69558-3145,16/10/2017,81.164.572/8041-70,MEI
7793,João Rodrigues Gonçalves Ferraz,RJ,49842-0255,19/4/2025,24.918.690/0446-06,ME
7794,Enzo Pinheiro Gonçalves Coutinho,AP,88304-2257,14/2/2020,47.982.381/6180-11,ME
7795,Carla Teixeira Cabral Marques,MS,35200-8245,21/6/2015,00.153.392/5116-54,ME
7796,Beatriz Ferreira Moares Coutinho,AM,72669-4529,18/10/2021,94.749.004/0407-46,MEI
7797,Christina Nascimento Fernandes Moares,RJ,66665-5145,11/1/2017,51.496.829/1370-64,ME
7798,Abraão Munhoz Barbieri Pinheiro,RJ,50493-5436,23/11/2019,97.877.740/5855-15,ME
7799,Pedro Leme Cabral Paz,PI,81236-0362,5/12/2018,18.996.158/3200-98,Grande Porte
7800,Guilherme Leite Coutinho Fernandes,SE,47663-1068,5/12/2022,23.654.330/7439-44,ME
7801,Naira Fernandes Fernandes Matos,RR,10146-4286,16/1/2023,32.403.052/7632-47,EPP
7802,Abraão Coutinho Lobato Mendonça,MA,30324-3156,3/9/2017,67.922.955/7573-75,Medio Porte
7803,Elizabeth Boaz Pinheiro Mendonça,PB,63366-9771,23/7/2025,33.215.802/7284-32,ME
7804,Tom Pinheiro Saboia Ferreira,MG,57692-0721,25/5/2023,39.500.859/9809-05,Grande Porte
7805,Adão Moares Coutinho Munhoz,PE,78792-7149,21/7/2016,59.121.804/4200-99,ME
7806,Vitor Lobato Rodrigues Leite,PR,21355-4677,1/4/2017,41.177.569/4729-77,ME
7807,Suzana Ferraz Lobato Munhoz,AL,22275-6289,23/12/2020,88.083.878/0096-43,EPP
7808,Roberto Rodriguez Cardoso Coutinho,MA,73233-8382,24/1/2023,85.460.079/4258-52,ME
7809,Bruna Barbieri Munhoz Rodriguez,CE,80346-4625,1/6/2018,68.725.952/2590-81,ME
7810,Davi Coutinho Ferreira Cardoso,MA,16803-9426,2/11/2023,59.670.495/6177-95,EPP
7811,Vinícius Silva Saboia Marques,PI,02026-5033,16/5/2024,19.635.428/3984-61,MEI
7812,Juan Matos Boaz Coutinho,PR,26163-0009,27/9/2023,12.046.382/9799-00,EPP
7813,Diana Paz Gonçalves Diones,RS,39115-0553,13/6/2017,72.301.637/3106-02,ME
7814,Helena Ferraz Teixeira Silva,RJ,05925-3099,3/4/2018,34.506.707/2776-65,Grande Porte
7815,Louise Munhoz Oliveria Teixeira,AM,97728-0056,4/8/2015,60.708.355/2775-23,Medio Porte
7816,Lucas Saboia Silva Marques,ES,61421-8972,20/12/2025,56.212.427/7713-54,Medio Porte
7817,Thomas Oliveria Ferraz Saboia,SC,83545-2608,26/2/2024,58.220.857/6370-02,Medio Porte
7818,Nara Teixeira Ferraz Cardoso,PI,81383-5794,8/2/2022,56.927.833/0768-37,ME
7819,Sandra Ferreira Marques Brito,AC,89339-9194,4/8/2015,84.270.196/8648-58,EPP
7820,Caetano Cardoso Fernandes Matos,GO,17706-2058,26/9/2021,51.186.190/2963-72,ME
7821,Breno Gonçalves Silva Ferraz,PB,22033-1816,25/12/2025,48.689.345/6986-15,ME
7822,Gabriela Breda Leme Oliveria,SP,02407-8997,27/8/2023,90.487.702/3021-62,EPP
7823,Isabela Breda Gonçalves Santana,PR,77729-7185,26/10/2016,67.289.614/8775-06,MEI
7824,Regina Cabral Nascimento Lobato,SP,98409-8222,12/2/2021,82.417.094/0781-16,MEI
7825,Isabel Brito Fernandes Matos,GO,18230-0208,15/8/2019,68.724.757/4479-74,EPP
7826,Thomas Brito Diones Oliveria,PR,80318-7478,2/5/2018,96.701.305/5572-70,ME
7827,Esther Fernandes Munhoz Gonçalves,AC,35218-6807,27/9/2022,38.610.755/7413-91,ME
7828,Carla Lobato Marques Coutinho,ES,97725-3024,28/1/2023,16.919.822/4005-77,ME
7829,Elizabeth Munhoz Diones Marques,RR,73947-4602,6/1/2024,84.875.561/2279-13,MEI
7830,Thiago Mendonça Nascimento Coutinho,CE,59312-1369,13/8/2025,22.457.694/5020-19,EPP
7831,Enzo Oliveria Barbieri Oliveria,AM,01675-9884,3/10/2017,32.295.958/0500-19,EPP
7832,Frida Munhoz Ferraz Barbieri,MG,97440-6412,9/4/2023,30.260.202/1060-53,ME
7833,João Paz Mendonça Matos,PR,31830-5410,21/2/2017,50.237.281/2284-32,ME
7834,Nara Rodriguez Matos Munhoz,MG,66901-6765,23/1/2021,22.556.753/9832-15,Medio Porte
7835,Chico Gonçalves Barbieri Coutinho,RR,65530-6382,18/11/2019,99.110.850/4672-22,EPP
7836,Benjamim Coutinho Brito Ferreira,MG,03657-4670,16/1/2023,06.592.574/5806-29,EPP
7837,Bárbara Teixeira Diones Gonçalves,BA,20785-4263,4/6/2020,69.216.705/8725-20,EPP
7838,André Breda Nascimento Leite,GO,25666-7660,11/12/2024,14.351.780/0438-42,EPP
7839,Miguel Lobato Gonçalves Rodriguez,PR,82498-1454,15/2/2019,68.080.717/7539-97,MEI
7840,Maria Pinheiro Munhoz Marques,BA,67349-5431,12/1/2017,50.844.377/6914-14,ME
7841,Rita Rodriguez Nascimento Boaz,MA,59279-8613,24/11/2023,62.978.136/0364-84,EPP
7842,Martha Lobato Rodrigues Ferreira,TO,49792-8379,25/11/2016,38.528.849/8263-54,ME
7843,Joana Pinheiro Teixeira Munhoz,RO,89288-1213,22/10/2019,40.482.993/0620-23,EPP
7844,Jonas Mendonça Cardoso Moares,CE,30949-1998,3/10/2020,95.346.358/9520-29,Medio Porte
7845,Suely Ferraz Lobato Cardoso,BA,85115-8241,6/3/2019,47.708.184/1616-22,EPP
7846,Joana Brito Leme Rodriguez,GO,83657-0052,21/11/2017,74.183.683/8201-28,Grande Porte
7847,Jorge Boaz Barbieri Boaz,AM,36677-8197,13/6/2023,17.848.576/8280-47,ME
7848,Jason Munhoz Saboia Lobato,AC,12030-3693,1/11/2024,69.846.786/0685-30,MEI
7849,Caio Leite Teixeira Ferraz,TO,91204-2773,28/3/2025,52.892.970/3401-54,EPP
7850,Daniel Matos Moares Rodrigues,RR,91296-8615,1/11/2018,84.573.166/0584-99,Grande Porte
7851,Carol Nascimento Fernandes Munhoz,MG,90894-1083,26/2/2023,95.483.630/0719-94,ME
7852,Naira Leite Nascimento Silva,AM,77183-6009,13/5/2024,45.047.459/0452-73,Grande Porte
7853,Ariel Diones Santana Boaz,AM,95527-5633,21/4/2018,68.385.307/6178-93,EPP
7854,Marcelo Moares Oliveria Teixeira,AP,97784-6096,6/3/2024,14.034.768/7375-29,EPP
7855,Sônia Teixeira Coutinho Silva,DF,13078-3656,2/9/2025,12.850.782/9931-30,ME
7856,Emily Gonçalves Rodriguez Coutinho,MG,37722-2431,16/7/2020,59.749.414/8971-74,ME
7857,Laís Matos Marques Ferraz,SC,64335-9723,26/7/2019,52.855.409/9605-42,ME
7858,Rita Teixeira Rodrigues Nascimento,MT,44298-3786,28/2/2020,79.786.187/0061-19,ME
7859,Bruno Lobato Cardoso Mendonça,MS,61808-7499,10/7/2021,73.008.596/9621-96,MEI
7860,Ayrton Boaz Diones Santana,AP,15900-1549,6/2/2015,32.295.619/3330-93,EPP
7861,Juliana Silva Ferraz Marques,PR,81660-1933,6/1/2021,33.456.145/9374-50,Grande Porte
7862,Alice Oliveria Cardoso Matos,SC,04355-0180,13/1/2016,46.434.375/1039-52,EPP
7863,Bruno Gonçalves Barbieri Boaz,MT,70104-8017,25/3/2025,32.181.904/5127-65,EPP
7864,Rodolfo Diones Brito Ferreira,CE,91231-3249,19/12/2018,36.413.088/9522-57,ME
7865,Antônio Fernandes Teixeira Gonçalves,MT,80299-8506,10/7/2024,00.779.504/2792-18,EPP
7866,Gabriela Barbieri Cardoso Leite,RJ,52829-0967,8/6/2024,75.740.690/1475-16,EPP
7867,Sabrina Mendonça Rodrigues Oliveria,GO,09769-3024,12/11/2017,61.229.921/1420-29,ME
7868,Josué Ferraz Coutinho Leme,BA,54775-9336,8/2/2019,73.090.839/5901-32,EPP
7869,Helena Santana Teixeira Ferraz,RS,13445-9047,23/1/2020,63.648.065/0076-89,EPP
7870,Bruna Rodrigues Leme Lobato,SC,83807-6205,3/7/2023,79.563.431/4294-49,Grande Porte
7871,Cláudio Nascimento Munhoz Munhoz,MT,53893-6231,23/1/2017,71.348.164/1885-51,EPP
7872,Carol Nascimento Ferraz Nascimento,RS,57183-4615,10/9/2020,35.490.443/7286-01,ME
7873,Helena Paz Santana Teixeira,PA,70575-8810,3/5/2015,88.513.238/7754-76,MEI
7874,Frida Lobato Cardoso Paz,RO,12610-6092,17/7/2021,60.202.828/3790-42,Grande Porte
7875,Josué Ferreira Marques Oliveria,BA,26406-6485,9/11/2025,10.208.285/0629-38,Medio Porte
7876,Arthur Coutinho Leme Moares,PE,06206-7635,23/12/2022,41.474.836/7569-59,ME
7877,Ariel Nascimento Ferraz Rodriguez,DF,24271-0230,9/1/2022,77.582.058/4020-84,ME
7878,Giuseppe Oliveria Teixeira Paz,GO,50578-3758,26/3/2015,44.738.817/9131-33,ME
7879,Roberto Ferraz Fernandes Lobato,PI,56129-1042,11/11/2016,16.078.997/1192-17,EPP
7880,Carolina Nascimento Cardoso Gonçalves,TO,11487-1466,15/12/2019,71.158.856/1331-49,Grande Porte
7881,André Pinheiro Boaz Nascimento,RS,41342-0449,23/9/2016,96.492.907/5995-58,ME
7882,Giuseppe Marques Santana Moares,RJ,20665-8331,12/8/2017,71.499.243/7597-28,EPP
7883,Suzana Matos Ferraz Breda,DF,01758-9803,28/11/2025,65.070.192/5648-98,EPP
7884,Bruno Saboia Silva Nascimento,AM,74369-4292,16/5/2016,62.234.568/0455-68,ME
7885,Antonieta Lobato Coutinho Santana,DF,82377-2322,25/5/2024,05.023.338/1965-39,MEI
7886,Alexandre Leite Cardoso Cabral,AC,95007-8264,21/7/2019,87.764.609/0980-54,EPP
7887,Micheal Nascimento Matos Pinheiro,CE,83907-9299,8/7/2024,90.886.357/6529-58,EPP
7888,Giovanni Santana Nascimento Leite,SP,45096-8016,20/3/2021,95.111.958/7086-30,MEI
7889,Luisa Saboia Matos Santana,RR,62910-1453,13/3/2025,37.360.228/3721-78,EPP
7890,Maria Diones Saboia Fernandes,MG,64842-4665,10/3/2025,37.169.704/2921-49,ME
7891,Guilherme Ferreira Munhoz Ferraz,PE,78767-6355,7/3/2016,36.413.775/1728-12,Medio Porte
7892,Vanessa Ferraz Brito Matos,SC,28128-0472,3/9/2023,40.428.079/0536-53,EPP
7893,Camilla Santana Leme Mendonça,DF,28154-5403,9/8/2015,86.008.114/7009-29,Grande Porte
7894,Rafael Ferreira Ferreira Rodrigues,RN,04747-4617,2/2/2016,78.120.254/1252-27,EPP
7895,Zuleide Rodriguez Coutinho Pinheiro,ES,06561-4203,23/1/2023,80.993.952/1921-59,ME
7896,Bárbara Silva Rodrigues Mendonça,ES,86516-2281,19/6/2021,49.843.485/8786-12,Medio Porte
7897,Esther Cardoso Saboia Ferreira,SE,34743-8739,5/7/2024,16.676.398/8484-71,Medio Porte
7898,Dorotéia Breda Silva Munhoz,MT,08506-2558,8/11/2019,44.198.573/1388-13,Grande Porte
7899,Joelma Moares Moares Silva,TO,21554-3769,3/11/2015,57.967.011/1652-93,ME
7900,Maria Gonçalves Cabral Boaz,MG,14511-6815,27/8/2015,57.987.424/9289-16,EPP
7901,Elizabeth Coutinho Ferraz Fernandes,AL,59429-3576,2/1/2025,48.736.051/1461-44,ME
7902,Caio Ferraz Cardoso Diones,PA,10140-0658,8/7/2020,43.355.328/2029-58,MEI
7903,Giovanni Pinheiro Santana Ferreira,AP,16551-9561,27/3/2015,32.109.491/9032-61,Medio Porte
7904,Caio Paz Ferraz Silva,MA,59195-0494,4/4/2015,55.831.381/4469-86,ME
7905,Frida Fernandes Marques Boaz,PR,76316-4350,17/8/2018,73.075.831/3003-23,ME
7906,Daniel Paz Coutinho Leme,AC,30466-6194,24/6/2020,45.853.003/0020-26,ME
7907,Bruno Nascimento Munhoz Ferraz,GO,99816-9013,16/7/2024,10.869.427/5492-00,EPP
7908,Dalva Matos Munhoz Teixeira,SE,21710-2922,27/2/2022,25.778.435/3302-35,ME
7909,Beatriz Mendonça Ferraz Diones,MA,72299-2319,4/6/2020,06.365.683/0499-31,ME
7910,Dora Breda Cabral Leite,SP,65201-4889,27/6/2017,96.102.636/2352-63,EPP
7911,Beatriz Mendonça Leite Leite,RS,58092-8795,21/11/2025,52.391.699/4217-81,ME
7912,Naira Ferraz Moares Leite,AP,29413-4236,22/5/2025,52.197.835/6849-43,ME
7913,Maria Paz Marques Rodriguez,PR,77791-7840,21/6/2016,39.449.126/8060-05,ME
7914,Elaine Pinheiro Leite Santana,PI,65581-3610,7/9/2025,07.138.199/1990-65,Medio Porte
7915,Vanessa Lobato Nascimento Mendonça,CE,40854-5284,14/8/2019,30.433.979/4108-70,ME
7916,Sabrina Paz Fernandes Pinheiro,RR,34826-3847,15/5/2024,27.090.790/0172-25,EPP
7917,Beatriz Ferreira Moares Paz,MT,67098-3050,8/5/2017,08.946.188/8334-63,EPP
7918,Martha Breda Silva Nascimento,AM,26574-8805,21/9/2021,57.768.765/8721-06,EPP
7919,Isabela Ferraz Santana Fernandes,MS,68624-6786,15/7/2015,75.104.491/6431-28,MEI
7920,Jonathan Silva Ferraz Leite,BA,51366-0647,1/12/2024,11.301.346/9534-53,ME
7921,Jean Pinheiro Ferreira Moares,RR,48566-1825,1/3/2015,85.576.169/8521-04,MEI
7922,Frida Teixeira Paz Rodrigues,AC,40234-4476,21/6/2018,31.222.984/7222-98,MEI
7923,Marcelo Marques Silva Nascimento,MS,74013-0548,6/8/2019,54.172.263/3331-01,Grande Porte
